year,parent_entity,Stock Ticker,US_Company,parent_type,reporting_entity,commodity,production_value,production_unit,product_emissions_MtCO2,flaring_emissions_MtCO2,venting_emissions_MtCO2,own_fuel_use_emissions_MtCO2,fugitive_methane_emissions_MtCO2e,total_operational_emissions_MtCO2e,total_emissions_MtCO2e,source
1997,Alliance Resource Partners,ARLP,1,Investor-owned Company,Alliance Resource Partners,Bituminous Coal,9.888415134,Million tonnes/yr,24.11435164,0,0,0,2.724181786,2.724181786,26.83853342,Alliance AnnRpt 1999
1996,Alliance Resource Partners,ARLP,1,Investor-owned Company,Alliance Resource Partners,Bituminous Coal,8.164746441,Million tonnes/yr,19.91093254,0,0,0,2.249324411,2.249324411,22.16025695,Alliance AnnRpt 1999
1977,Vistra,VST,1,Investor-owned Company,Vistra,Lignite Coal,8.164746441,Million tonnes/yr,9.824449685,0,0,0,1.109861351,1.109861351,10.93431104,"Keystone Coal Industry Manual (1980), p. 687."
1978,Vistra,VST,1,Investor-owned Company,Vistra,Lignite Coal,16.32949288,Million tonnes/yr,19.64889937,0,0,0,2.219722702,2.219722702,21.86862207,"Keystone Coal Industry Manual (1980), p. 687."
1979,Vistra,VST,1,Investor-owned Company,Vistra,Lignite Coal,22.8213735,Million tonnes/yr,27.46042847,0,0,0,3.102185794,3.102185794,30.56261427,"Keystone Coal Industry Manual (1980), p. 687."
1980,Vistra,VST,1,Investor-owned Company,Vistra,Lignite Coal,25.02948381,Million tonnes/yr,30.11739631,0,0,0,3.402341631,3.402341631,33.51973794,EIA Coal data
1981,Vistra,VST,1,Investor-owned Company,Vistra,Lignite Coal,26.85294385,Million tonnes/yr,32.31152341,0,0,0,3.650210666,3.650210666,35.96173407,EIA Coal data
1982,Vistra,VST,1,Investor-owned Company,Vistra,Lignite Coal,24.58495873,Million tonnes/yr,29.58250961,0,0,0,3.341915846,3.341915846,32.92442545,EIA Coal data
1983,Vistra,VST,1,Investor-owned Company,Vistra,Lignite Coal,25.71895129,Million tonnes/yr,30.94701651,0,0,0,3.496063256,3.496063256,34.44307976,EIA Coal data
1984,Vistra,VST,1,Investor-owned Company,Vistra,Lignite Coal,26.49006623,Million tonnes/yr,31.8748812,0,0,0,3.600883495,3.600883495,35.47576469,EIA Coal data
1985,Vistra,VST,1,Investor-owned Company,Vistra,Lignite Coal,27.00716684,Million tonnes/yr,32.49709635,0,0,0,3.671174714,3.671174714,36.16827106,EIA Coal data
1986,Vistra,VST,1,Investor-owned Company,Vistra,Lignite Coal,26.9527352,Million tonnes/yr,32.43160001,0,0,0,3.663775638,3.663775638,36.09537565,EIA Coal data
1987,Vistra,VST,1,Investor-owned Company,Vistra,Lignite Coal,25.75523905,Million tonnes/yr,30.99068073,0,0,0,3.500995973,3.500995973,34.4916767,EIA Coal data
1988,Vistra,VST,1,Investor-owned Company,Vistra,Lignite Coal,26.39934683,Million tonnes/yr,31.76572065,0,0,0,3.588551702,3.588551702,35.35427235,EIA Coal data
1989,Vistra,VST,1,Investor-owned Company,Vistra,Lignite Coal,27.12510207,Million tonnes/yr,32.63900506,0,0,0,3.687206044,3.687206044,36.32621111,EIA Coal data
1990,Vistra,VST,1,Investor-owned Company,Vistra,Lignite Coal,27.7601379,Million tonnes/yr,33.40312893,0,0,0,3.773528594,3.773528594,37.17665752,EIA Coal data
1991,Vistra,VST,1,Investor-owned Company,Vistra,Lignite Coal,26.12718861,Million tonnes/yr,31.43823899,0,0,0,3.551556324,3.551556324,34.98979531,EIA Coal data
1992,Vistra,VST,1,Investor-owned Company,Vistra,Lignite Coal,27.21582147,Million tonnes/yr,32.74816562,0,0,0,3.699537837,3.699537837,36.44770345,EIA Coal data
1993,Vistra,VST,1,Investor-owned Company,Vistra,Lignite Coal,25.03855575,Million tonnes/yr,30.12831237,0,0,0,3.40357481,3.40357481,33.53188718,EIA Coal data
1994,Vistra,VST,1,Investor-owned Company,Vistra,Lignite Coal,23.12437631,Million tonnes/yr,27.82502472,0,0,0,3.143373982,3.143373982,30.9683987,EIA Coal data
1995,Vistra,VST,1,Investor-owned Company,Vistra,Lignite Coal,23.58704527,Million tonnes/yr,28.38174353,0,0,0,3.206266125,3.206266125,31.58800966,EIA Coal data
1996,Vistra,VST,1,Investor-owned Company,Vistra,Lignite Coal,25.59194412,Million tonnes/yr,30.79419173,0,0,0,3.478798746,3.478798746,34.27299048,EIA Coal data
1997,Vistra,VST,1,Investor-owned Company,Vistra,Lignite Coal,25.5647283,Million tonnes/yr,30.76144357,0,0,0,3.475099208,3.475099208,34.23654278,EIA Coal data
1998,Vistra,VST,1,Investor-owned Company,Vistra,Lignite Coal,25.60101606,Million tonnes/yr,30.80510779,0,0,0,3.480031925,3.480031925,34.28513971,EIA Coal data
1999,Vistra,VST,1,Investor-owned Company,Vistra,Lignite Coal,25.97296562,Million tonnes/yr,31.25266605,0,0,0,3.530592276,3.530592276,34.78325833,EIA Coal data
2000,Vistra,VST,1,Investor-owned Company,Vistra,Lignite Coal,23.51446975,Million tonnes/yr,28.29441509,0,0,0,3.196400691,3.196400691,31.49081578,EIA Coal data
2001,Vistra,VST,1,Investor-owned Company,Vistra,Lignite Coal,20.69672503,Million tonnes/yr,24.90388834,0,0,0,2.813375207,2.813375207,27.71726355,EIA Coal data
2002,Vistra,VST,1,Investor-owned Company,Vistra,Lignite Coal,21.47328314,Million tonnes/yr,25.83830267,0,0,0,2.918935353,2.918935353,28.75723802,EIA Coal data
2003,Vistra,VST,1,Investor-owned Company,Vistra,Lignite Coal,22.12283408,Million tonnes/yr,26.61989222,0,0,0,3.00723099,3.00723099,29.62712321,EIA Coal data
2004,Vistra,VST,1,Investor-owned Company,Vistra,Lignite Coal,21.77265718,Million tonnes/yr,26.19853249,0,0,0,2.95963027,2.95963027,29.15816276,NMA coal producers survey.
2005,Vistra,VST,1,Investor-owned Company,Vistra,Lignite Coal,22.04481539,Million tonnes/yr,26.52601415,0,0,0,2.996625648,2.996625648,29.5226398,NMA coal producers survey.
2006,Vistra,VST,1,Investor-owned Company,Vistra,Lignite Coal,20.95618253,Million tonnes/yr,25.21608752,0,0,0,2.848644135,2.848644135,28.06473166,No source as data is interpolated
2007,Vistra,VST,1,Investor-owned Company,Vistra,Lignite Coal,19.86754967,Million tonnes/yr,23.9061609,0,0,0,2.700662621,2.700662621,26.60682352,NMA coal producers survey.
2008,Vistra,VST,1,Investor-owned Company,Vistra,Lignite Coal,20.95618253,Million tonnes/yr,25.21608752,0,0,0,2.848644135,2.848644135,28.06473166,NMA coal producers survey.
2009,Vistra,VST,1,Investor-owned Company,Vistra,Lignite Coal,20.59330491,Million tonnes/yr,24.77944532,0,0,0,2.799316963,2.799316963,27.57876228,"NMA coal producers survey 2009, 2010 pdfs, table 1. SEC website for Luminant 10-K pg 76; production in sales only, http://www.sec.gov/Archives/edgar/data/1023291/000119312511039696/d10k.htm"
2010,Vistra,VST,1,Investor-owned Company,Vistra,Lignite Coal,25.03855575,Million tonnes/yr,30.12831237,0,0,0,3.40357481,3.40357481,33.53188718,"NMA coal producers survey 2009, 2010 pdfs, table 1. SEC website for Luminant 10-K pg 76; production in sales only, http://www.sec.gov/Archives/edgar/data/1023291/000119312511039696/d10k.htm"
2011,Vistra,VST,1,Investor-owned Company,Vistra,Lignite Coal,29.30236778,Million tonnes/yr,35.25885831,0,0,0,3.983169071,3.983169071,39.24202738,NMA Coal Prod Survey 2011
2012,Vistra,VST,1,Investor-owned Company,Vistra,Lignite Coal,28.15204573,Million tonnes/yr,33.87470251,0,0,0,3.826801939,3.826801939,37.70150445,"EIA Annual Coal Report 2012, Table 10. Major U.S. Coal Producers, 2012: Energy Future Holdings."
2013,Vistra,VST,1,Investor-owned Company,Vistra,Lignite Coal,26.37575978,Million tonnes/yr,31.7373389,0,0,0,3.585345436,3.585345436,35.32268434,EIA Coal Rpt 2013
2014,Vistra,VST,1,Investor-owned Company,Vistra,Lignite Coal,26.95727117,Million tonnes/yr,32.43705804,0,0,0,3.664392228,3.664392228,36.10145027,EIA Coal Rpt 2014
2015,Vistra,VST,1,Investor-owned Company,Vistra,Lignite Coal,26.62070217,Million tonnes/yr,32.03207239,0,0,0,3.618641276,3.618641276,35.65071367,EIA Coal Rpt 2015
2016,Vistra,VST,1,Investor-owned Company,Vistra,Lignite Coal,21.99673411,Million tonnes/yr,26.46815906,0,0,0,2.990089798,2.990089798,29.45824885,EIA Coal Rpt 2016
2017,Vistra,VST,1,Investor-owned Company,Vistra,Lignite Coal,22.501134,Million tonnes/yr,27.07509173,0,0,0,3.058654566,3.058654566,30.13374629,"EIA (2018) Annual Coal Report for 2017, Table 10: Major U.S. Coal Producers, Vistra Energy."
2018,Vistra,VST,1,Investor-owned Company,Vistra,Lignite Coal,12.68438719,Million tonnes/yr,15.26282839,0,0,0,1.724231268,1.724231268,16.98705966,"EIA (2019) Annual Coal Report for 2018, Table 10: Major U.S. Coal Producers, Vistra Energy."
2019,Vistra,VST,1,Investor-owned Company,Vistra,Lignite Coal,11.9595385,Million tonnes/yr,14.3906348,0,0,0,1.625700156,1.625700156,16.01633496,"EIA Annual Coal Report for 2019, Table 10: Major U.S. Coal Producers, Vistra Energy."
2020,Vistra,VST,1,Investor-owned Company,Vistra,Lignite Coal,11.84704645,Million tonnes/yr,14.25527572,0,0,0,1.610408733,1.610408733,15.86568446,"EIA Annual Coal Report for 2020, Table 10: Major U.S. Coal Producers, Vistra Energy."
2021,Vistra,VST,1,Investor-owned Company,Vistra,Lignite Coal,9.849405258,Million tonnes/yr,11.8515605,0,0,0,1.338862671,1.338862671,13.19042317,"EIA Annual Coal Report for 2021, Table 10: Major U.S. Coal Producers."
2022,Vistra,VST,1,Investor-owned Company,Vistra,Lignite Coal,8.46865599,Million tonnes/yr,10.19013698,0,0,0,1.151172795,1.151172795,11.34130978,"EIA Annual Coal Report for 2022, Table 10: Major U.S. Coal Producers."
2023,Vistra,VST,1,Investor-owned Company,Vistra,Lignite Coal,8.6637027,Million tonnes/yr,10.42483216,0,0,0,1.177686148,1.177686148,11.60251831,"EIA Annual Coal Report for 2023, Table 10: Major U.S. Coal Producers, Vistra Energy."
1864,CONSOL Energy,CEIX,1,Investor-owned Company,Consolidation Coal Company,Bituminous Coal,0.030518915,Million tonnes/yr,0.074424854,0,0,0,0.008407725,0.008407725,0.082832578,Table of Cumberland Coal Trade Production 1865 showing Consolidated Coal production 1864/65 Source: en.wikipedia.org/w/index.php?title=Consol_Energy&oldid=1093239518 (accessed: 12/07/2022)
1865,CONSOL Energy,CEIX,1,Investor-owned Company,Consolidation Coal Company,Bituminous Coal,0.05270616,Million tonnes/yr,0.128531707,0,0,0,0.014520139,0.014520139,0.143051845,Table of Cumberland Coal Trade Production 1865 showing Consolidated Coal production 1864/65 Source: en.wikipedia.org/w/index.php?title=Consol_Energy&oldid=1093239518 (accessed: 12/07/2022)
1866,CONSOL Energy,CEIX,1,Investor-owned Company,Consolidation Coal Company,Bituminous Coal,0.082304065,Million tonnes/yr,0.200710543,0,0,0,0.022674133,0.022674133,0.223384675,No source as data is interpolated
1867,CONSOL Energy,CEIX,1,Investor-owned Company,Consolidation Coal Company,Bituminous Coal,0.111901971,Million tonnes/yr,0.272889381,0,0,0,0.030828126,0.030828126,0.303717508,No source as data is interpolated
1868,CONSOL Energy,CEIX,1,Investor-owned Company,Consolidation Coal Company,Bituminous Coal,0.141499877,Million tonnes/yr,0.345068217,0,0,0,0.03898212,0.03898212,0.384050337,No source as data is interpolated
1869,CONSOL Energy,CEIX,1,Investor-owned Company,Consolidation Coal Company,Bituminous Coal,0.171097783,Million tonnes/yr,0.417247056,0,0,0,0.047136114,0.047136114,0.46438317,No source as data is interpolated
1870,CONSOL Energy,CEIX,1,Investor-owned Company,Consolidation Coal Company,Bituminous Coal,0.200695688,Million tonnes/yr,0.489425892,0,0,0,0.055290108,0.055290108,0.544716,No source as data is interpolated
1871,CONSOL Energy,CEIX,1,Investor-owned Company,Consolidation Coal Company,Bituminous Coal,0.230293594,Million tonnes/yr,0.56160473,0,0,0,0.063444102,0.063444102,0.625048832,No source as data is interpolated
1872,CONSOL Energy,CEIX,1,Investor-owned Company,Consolidation Coal Company,Bituminous Coal,0.2598915,Million tonnes/yr,0.633783566,0,0,0,0.071598095,0.071598095,0.705381662,No source as data is interpolated
1873,CONSOL Energy,CEIX,1,Investor-owned Company,Consolidation Coal Company,Bituminous Coal,0.289489405,Million tonnes/yr,0.705962403,0,0,0,0.079752089,0.079752089,0.785714492,No source as data is interpolated
1874,CONSOL Energy,CEIX,1,Investor-owned Company,Consolidation Coal Company,Bituminous Coal,0.319087311,Million tonnes/yr,0.778141241,0,0,0,0.087906083,0.087906083,0.866047324,No source as data is interpolated
1875,CONSOL Energy,CEIX,1,Investor-owned Company,Consolidation Coal Company,Bituminous Coal,0.348685216,Million tonnes/yr,0.850320077,0,0,0,0.096060077,0.096060077,0.946380154,No source as data is interpolated
1876,CONSOL Energy,CEIX,1,Investor-owned Company,Consolidation Coal Company,Bituminous Coal,0.378283123,Million tonnes/yr,0.922498916,0,0,0,0.104214071,0.104214071,1.026712986,No source as data is interpolated
1877,CONSOL Energy,CEIX,1,Investor-owned Company,Consolidation Coal Company,Bituminous Coal,0.407881028,Million tonnes/yr,0.994677752,0,0,0,0.112368064,0.112368064,1.107045816,No source as data is interpolated
1878,CONSOL Energy,CEIX,1,Investor-owned Company,Consolidation Coal Company,Bituminous Coal,0.437478934,Million tonnes/yr,1.06685659,0,0,0,0.120522058,0.120522058,1.187378648,No source as data is interpolated
1879,CONSOL Energy,CEIX,1,Investor-owned Company,Consolidation Coal Company,Bituminous Coal,0.467076839,Million tonnes/yr,1.139035426,0,0,0,0.128676052,0.128676052,1.267711478,No source as data is interpolated
1880,CONSOL Energy,CEIX,1,Investor-owned Company,Consolidation Coal Company,Bituminous Coal,0.496674745,Million tonnes/yr,1.211214262,0,0,0,0.136830046,0.136830046,1.348044308,No source as data is interpolated
1881,CONSOL Energy,CEIX,1,Investor-owned Company,Consolidation Coal Company,Bituminous Coal,0.526272651,Million tonnes/yr,1.283393101,0,0,0,0.144984039,0.144984039,1.42837714,No source as data is interpolated
1882,CONSOL Energy,CEIX,1,Investor-owned Company,Consolidation Coal Company,Bituminous Coal,0.555870556,Million tonnes/yr,1.355571937,0,0,0,0.153138033,0.153138033,1.50870997,No source as data is interpolated
1883,CONSOL Energy,CEIX,1,Investor-owned Company,Consolidation Coal Company,Bituminous Coal,0.585468462,Million tonnes/yr,1.427750775,0,0,0,0.161292027,0.161292027,1.589042803,No source as data is interpolated
1884,CONSOL Energy,CEIX,1,Investor-owned Company,Consolidation Coal Company,Bituminous Coal,0.615066368,Million tonnes/yr,1.499929612,0,0,0,0.169446021,0.169446021,1.669375632,No source as data is interpolated
1885,CONSOL Energy,CEIX,1,Investor-owned Company,Consolidation Coal Company,Bituminous Coal,0.644664274,Million tonnes/yr,1.57210845,0,0,0,0.177600015,0.177600015,1.749708465,No source as data is interpolated
1886,CONSOL Energy,CEIX,1,Investor-owned Company,Consolidation Coal Company,Bituminous Coal,0.674262179,Million tonnes/yr,1.644287286,0,0,0,0.185754008,0.185754008,1.830041295,No source as data is interpolated
1887,CONSOL Energy,CEIX,1,Investor-owned Company,Consolidation Coal Company,Bituminous Coal,0.703860085,Million tonnes/yr,1.716466122,0,0,0,0.193908002,0.193908002,1.910374124,No source as data is interpolated
1888,CONSOL Energy,CEIX,1,Investor-owned Company,Consolidation Coal Company,Bituminous Coal,0.733457991,Million tonnes/yr,1.788644961,0,0,0,0.202061996,0.202061996,1.990706957,No source as data is interpolated
1889,CONSOL Energy,CEIX,1,Investor-owned Company,Consolidation Coal Company,Bituminous Coal,0.763055896,Million tonnes/yr,1.860823797,0,0,0,0.21021599,0.21021599,2.071039787,No source as data is interpolated
1890,CONSOL Energy,CEIX,1,Investor-owned Company,Consolidation Coal Company,Bituminous Coal,0.792653802,Million tonnes/yr,1.933002635,0,0,0,0.218369984,0.218369984,2.151372619,No source as data is interpolated
1891,CONSOL Energy,CEIX,1,Investor-owned Company,Consolidation Coal Company,Bituminous Coal,0.822251708,Million tonnes/yr,2.005181471,0,0,0,0.226523977,0.226523977,2.231705449,No source as data is interpolated
1892,CONSOL Energy,CEIX,1,Investor-owned Company,Consolidation Coal Company,Bituminous Coal,0.851849614,Million tonnes/yr,2.07736031,0,0,0,0.234677971,0.234677971,2.312038281,No source as data is interpolated
1893,CONSOL Energy,CEIX,1,Investor-owned Company,Consolidation Coal Company,Bituminous Coal,0.881447519,Million tonnes/yr,2.149539146,0,0,0,0.242831965,0.242831965,2.392371111,No source as data is interpolated
1894,CONSOL Energy,CEIX,1,Investor-owned Company,Consolidation Coal Company,Bituminous Coal,0.911045424,Million tonnes/yr,2.221717982,0,0,0,0.250985959,0.250985959,2.472703941,No source as data is interpolated
1895,CONSOL Energy,CEIX,1,Investor-owned Company,Consolidation Coal Company,Bituminous Coal,0.940643331,Million tonnes/yr,2.293896821,0,0,0,0.259139953,0.259139953,2.553036773,No source as data is interpolated
1896,CONSOL Energy,CEIX,1,Investor-owned Company,Consolidation Coal Company,Bituminous Coal,0.970241236,Million tonnes/yr,2.366075657,0,0,0,0.267293946,0.267293946,2.633369603,No source as data is interpolated
1897,CONSOL Energy,CEIX,1,Investor-owned Company,Consolidation Coal Company,Bituminous Coal,0.999839142,Million tonnes/yr,2.438254495,0,0,0,0.27544794,0.27544794,2.713702435,No source as data is interpolated
1898,CONSOL Energy,CEIX,1,Investor-owned Company,Consolidation Coal Company,Bituminous Coal,1.029437047,Million tonnes/yr,2.510433331,0,0,0,0.283601934,0.283601934,2.794035265,No source as data is interpolated
1899,CONSOL Energy,CEIX,1,Investor-owned Company,Consolidation Coal Company,Bituminous Coal,1.059034954,Million tonnes/yr,2.58261217,0,0,0,0.291755928,0.291755928,2.874368097,No source as data is interpolated
1900,CONSOL Energy,CEIX,1,Investor-owned Company,Consolidation Coal Company,Bituminous Coal,1.088632859,Million tonnes/yr,2.654791006,0,0,0,0.299909921,0.299909921,2.954700927,"CONSOL website: Our History in video clips: ""Expansion."" Source: www.consolenergy.com/AboutUs/History.aspx"
1901,CONSOL Energy,CEIX,1,Investor-owned Company,Consolidation Coal Company,Bituminous Coal,3.14493937,Million tonnes/yr,7.66939624,0,0,0,0.86640644,0.86640644,8.53580268,No source as data is interpolated
1902,CONSOL Energy,CEIX,1,Investor-owned Company,Consolidation Coal Company,Bituminous Coal,5.201245881,Million tonnes/yr,12.68400147,0,0,0,1.432902958,1.432902958,14.11690443,No source as data is interpolated
1903,CONSOL Energy,CEIX,1,Investor-owned Company,Consolidation Coal Company,Bituminous Coal,7.257552392,Million tonnes/yr,17.69860671,0,0,0,1.999399476,1.999399476,19.69800618,"CONSOL website: Our History in video clips: ""Expansion."" Source: www.consolenergy.com/AboutUs/History.aspx"
1904,CONSOL Energy,CEIX,1,Investor-owned Company,Consolidation Coal Company,Bituminous Coal,7.446551152,Million tonnes/yr,18.15950792,0,0,0,2.051467171,2.051467171,20.21097509,No source as data is interpolated
1905,CONSOL Energy,CEIX,1,Investor-owned Company,Consolidation Coal Company,Bituminous Coal,7.635549913,Million tonnes/yr,18.62040914,0,0,0,2.103534866,2.103534866,20.723944,No source as data is interpolated
1906,CONSOL Energy,CEIX,1,Investor-owned Company,Consolidation Coal Company,Bituminous Coal,7.824548673,Million tonnes/yr,19.08131036,0,0,0,2.15560256,2.15560256,21.23691292,No source as data is interpolated
1907,CONSOL Energy,CEIX,1,Investor-owned Company,Consolidation Coal Company,Bituminous Coal,8.013547433,Million tonnes/yr,19.54221157,0,0,0,2.207670255,2.207670255,21.74988183,No source as data is interpolated
1908,CONSOL Energy,CEIX,1,Investor-owned Company,Consolidation Coal Company,Bituminous Coal,8.202546193,Million tonnes/yr,20.00311279,0,0,0,2.25973795,2.25973795,22.26285074,No source as data is interpolated
1909,CONSOL Energy,CEIX,1,Investor-owned Company,Consolidation Coal Company,Bituminous Coal,8.391544953,Million tonnes/yr,20.464014,0,0,0,2.311805644,2.311805644,22.77581965,No source as data is interpolated
1910,CONSOL Energy,CEIX,1,Investor-owned Company,Consolidation Coal Company,Bituminous Coal,8.580543713,Million tonnes/yr,20.92491522,0,0,0,2.363873339,2.363873339,23.28878856,No source as data is interpolated
1911,CONSOL Energy,CEIX,1,Investor-owned Company,Consolidation Coal Company,Bituminous Coal,8.769542474,Million tonnes/yr,21.38581644,0,0,0,2.415941034,2.415941034,23.80175747,No source as data is interpolated
1912,CONSOL Energy,CEIX,1,Investor-owned Company,Consolidation Coal Company,Bituminous Coal,8.958541234,Million tonnes/yr,21.84671765,0,0,0,2.468008728,2.468008728,24.31472638,No source as data is interpolated
1913,CONSOL Energy,CEIX,1,Investor-owned Company,Consolidation Coal Company,Bituminous Coal,9.147539991,Million tonnes/yr,22.30761886,0,0,0,2.520076422,2.520076422,24.82769528,No source as data is interpolated
1914,CONSOL Energy,CEIX,1,Investor-owned Company,Consolidation Coal Company,Bituminous Coal,9.336538757,Million tonnes/yr,22.76852009,0,0,0,2.572144118,2.572144118,25.34066421,No source as data is interpolated
1915,CONSOL Energy,CEIX,1,Investor-owned Company,Consolidation Coal Company,Bituminous Coal,9.525537515,Million tonnes/yr,23.2294213,0,0,0,2.624211812,2.624211812,25.85363311,No source as data is interpolated
1916,CONSOL Energy,CEIX,1,Investor-owned Company,Consolidation Coal Company,Bituminous Coal,9.714536272,Million tonnes/yr,23.69032251,0,0,0,2.676279506,2.676279506,26.36660202,No source as data is interpolated
1917,CONSOL Energy,CEIX,1,Investor-owned Company,Consolidation Coal Company,Bituminous Coal,9.903535038,Million tonnes/yr,24.15122374,0,0,0,2.728347203,2.728347203,26.87957094,No source as data is interpolated
1918,CONSOL Energy,CEIX,1,Investor-owned Company,Consolidation Coal Company,Bituminous Coal,10.0925338,Million tonnes/yr,24.61212495,0,0,0,2.780414896,2.780414896,27.39253985,No source as data is interpolated
1919,CONSOL Energy,CEIX,1,Investor-owned Company,Consolidation Coal Company,Bituminous Coal,10.28153255,Million tonnes/yr,25.07302616,0,0,0,2.83248259,2.83248259,27.90550875,No source as data is interpolated
1920,CONSOL Energy,CEIX,1,Investor-owned Company,Consolidation Coal Company,Bituminous Coal,10.47053132,Million tonnes/yr,25.53392739,0,0,0,2.884550287,2.884550287,28.41847768,No source as data is interpolated
1921,CONSOL Energy,CEIX,1,Investor-owned Company,Consolidation Coal Company,Bituminous Coal,10.65953008,Million tonnes/yr,25.9948286,0,0,0,2.93661798,2.93661798,28.93144658,No source as data is interpolated
1922,CONSOL Energy,CEIX,1,Investor-owned Company,Consolidation Coal Company,Bituminous Coal,10.84852883,Million tonnes/yr,26.45572981,0,0,0,2.988685674,2.988685674,29.44441548,No source as data is interpolated
1923,CONSOL Energy,CEIX,1,Investor-owned Company,Consolidation Coal Company,Bituminous Coal,11.0375276,Million tonnes/yr,26.91663104,0,0,0,3.040753371,3.040753371,29.95738441,No source as data is interpolated
1924,CONSOL Energy,CEIX,1,Investor-owned Company,Consolidation Coal Company,Bituminous Coal,11.22652636,Million tonnes/yr,27.37753225,0,0,0,3.092821065,3.092821065,30.47035331,No source as data is interpolated
1925,CONSOL Energy,CEIX,1,Investor-owned Company,Consolidation Coal Company,Bituminous Coal,11.41552511,Million tonnes/yr,27.83843346,0,0,0,3.144888758,3.144888758,30.98332222,No source as data is interpolated
1926,CONSOL Energy,CEIX,1,Investor-owned Company,Consolidation Coal Company,Bituminous Coal,11.60452388,Million tonnes/yr,28.29933469,0,0,0,3.196956455,3.196956455,31.49629114,No source as data is interpolated
1927,CONSOL Energy,CEIX,1,Investor-owned Company,Consolidation Coal Company,Bituminous Coal,11.79352264,Million tonnes/yr,28.7602359,0,0,0,3.249024149,3.249024149,32.00926005,"CONSOL website: Our History in video clips: ""Expansion."" Source: www.consolenergy.com/AboutUs/History.aspx"
1928,CONSOL Energy,CEIX,1,Investor-owned Company,Consolidation Coal Company,Bituminous Coal,10.90765309,Million tonnes/yr,26.59991299,0,0,0,3.00497395,3.00497395,29.60488694,No source as data is interpolated
1929,CONSOL Energy,CEIX,1,Investor-owned Company,Consolidation Coal Company,Bituminous Coal,10.02178355,Million tonnes/yr,24.43959008,0,0,0,2.760923751,2.760923751,27.20051383,No source as data is interpolated
1930,CONSOL Energy,CEIX,1,Investor-owned Company,Consolidation Coal Company,Bituminous Coal,9.135914,Million tonnes/yr,22.27926718,0,0,0,2.516873552,2.516873552,24.79614073,No source as data is interpolated
1931,CONSOL Energy,CEIX,1,Investor-owned Company,Consolidation Coal Company,Bituminous Coal,8.250044454,Million tonnes/yr,20.11894427,0,0,0,2.272823353,2.272823353,22.39176762,No source as data is interpolated
1932,CONSOL Energy,CEIX,1,Investor-owned Company,Consolidation Coal Company,Bituminous Coal,7.364174909,Million tonnes/yr,17.95862136,0,0,0,2.028773154,2.028773154,19.98739452,No source as data is interpolated
1933,CONSOL Energy,CEIX,1,Investor-owned Company,Consolidation Coal Company,Bituminous Coal,6.478305363,Million tonnes/yr,15.79829845,0,0,0,1.784722955,1.784722955,17.58302141,Consolidation Coal Company 1st annual report 1935.
1934,CONSOL Energy,CEIX,1,Investor-owned Company,Consolidation Coal Company,Bituminous Coal,7.593731291,Million tonnes/yr,18.51842829,0,0,0,2.092014159,2.092014159,20.61044245,Consolidation Coal Company 1st annual report 1935.
1935,CONSOL Energy,CEIX,1,Investor-owned Company,Consolidation Coal Company,Bituminous Coal,6.840033568,Million tonnes/yr,16.68042577,0,0,0,1.884376274,1.884376274,18.56480205,Consolidation Coal Company 1st annual report 1935.
1936,CONSOL Energy,CEIX,1,Investor-owned Company,Consolidation Coal Company,Bituminous Coal,7.825151903,Million tonnes/yr,19.08278142,0,0,0,2.155768745,2.155768745,21.23855017,No source as data is interpolated
1937,CONSOL Energy,CEIX,1,Investor-owned Company,Consolidation Coal Company,Bituminous Coal,8.810270239,Million tonnes/yr,21.48513707,0,0,0,2.427161217,2.427161217,23.91229829,No source as data is interpolated
1938,CONSOL Energy,CEIX,1,Investor-owned Company,Consolidation Coal Company,Bituminous Coal,9.795388571,Million tonnes/yr,23.88749271,0,0,0,2.698553689,2.698553689,26.5860464,No source as data is interpolated
1939,CONSOL Energy,CEIX,1,Investor-owned Company,Consolidation Coal Company,Bituminous Coal,10.78050691,Million tonnes/yr,26.28984836,0,0,0,2.96994616,2.96994616,29.25979452,No source as data is interpolated
1940,CONSOL Energy,CEIX,1,Investor-owned Company,Consolidation Coal Company,Bituminous Coal,11.76562525,Million tonnes/yr,28.69220402,0,0,0,3.241338634,3.241338634,31.93354266,No source as data is interpolated
1941,CONSOL Energy,CEIX,1,Investor-owned Company,Consolidation Coal Company,Bituminous Coal,12.75074358,Million tonnes/yr,31.09455967,0,0,0,3.512731106,3.512731106,34.60729078,No source as data is interpolated
1942,CONSOL Energy,CEIX,1,Investor-owned Company,Consolidation Coal Company,Bituminous Coal,13.73586192,Million tonnes/yr,33.49691532,0,0,0,3.784123578,3.784123578,37.28103889,No source as data is interpolated
1943,CONSOL Energy,CEIX,1,Investor-owned Company,Consolidation Coal Company,Bituminous Coal,14.72098025,Million tonnes/yr,35.89927096,0,0,0,4.055516049,4.055516049,39.95478701,No source as data is interpolated
1944,CONSOL Energy,CEIX,1,Investor-owned Company,Consolidation Coal Company,Bituminous Coal,15.70609859,Million tonnes/yr,38.30162661,0,0,0,4.326908521,4.326908521,42.62853513,No source as data is interpolated
1945,CONSOL Energy,CEIX,1,Investor-owned Company,Consolidation Coal Company,Bituminous Coal,16.69121692,Million tonnes/yr,40.70398225,0,0,0,4.598300993,4.598300993,45.30228325,No source as data is interpolated
